नमस्ते	నమస్కారం
मेरा यह मानना है कि एक अच्छे रिश्ते के लिए	గొప్ప అనుబంధానికి రహస్యం
कि आप अपने प्रेमी के लिए	నీవు కోరుకున్న వాడికోసం
कुछ भी कर सकते हैं।	ఏదైనా చేయాలనుకోవడమే అని నమ్ముతాను.
कुछ भी।	ఏదైనా.
मैं एक महिलावादी हूँ,	నేను స్త్రీవాదిని,
पर मैं बहुत कामुक भी हूँ,	కానీ చాలా ఆకర్షణీయంగానూ ఉంటాను,
और मुझे इन दोनों बातों में	నేను దానిని అసంగతమైనదిగా చూడను.
खुशी देने में और पाने में	ఆనందాన్ని ఇవ్వడంలోనూ
क्या खराबी है?	పొందడంలోనూ తప్పేంటి?
यहाँ आने के लिए शुक्रिया, जियाना।	వచ్చినందుకు ధన్యవాదాలు, జియానా.
हाँ, अच्छा है कि तुमने दिल खोलकर बात की।	నీ సూటితనాన్ని అభినందిస్తున్నాము.
बड़ी मेहरबानी।	చాలా ధన్యవాదాలు.
कोई बात नहीं। तुमसे मिलकर बहुत अच्छा लगा।	ఎప్పుడైనా. మిమ్మల్ని కలవడం బాగుంది.
बहुत मज़ा आया।	చాలా బాగుంది.
बड़ा मज़ा आया।	చాల బాగుంది.
बाय।	బై.
यह। जियाना। मैं इसे चुनता हूँ।	ఆమె. జియానా. ఆమెను ఎంచుకుంటాను.
मतलब, यही है। बिना किसी शक के।	ఆమే నాకు కావాల్సింది. ప్రశ్నే లేదు.
